board_pos,w_safety,b_safety,w_central,b_central,w_rating,b_rating,turn,square_0,square_1,square_2,square_3,square_4,square_5,square_6,square_7,square_8,square_9,square_10,square_11,square_12,square_13,square_14,square_15,square_16,square_17,square_18,square_19,square_20,square_21,square_22,square_23,square_24,square_25,square_26,square_27,square_28,square_29,square_30,square_31,square_32,square_33,square_34,square_35,square_36,square_37,square_38,square_39,square_40,square_41,square_42,square_43,square_44,square_45,square_46,square_47,square_48,square_49,square_50,square_51,square_52,square_53,square_54,square_55,square_56,square_57,square_58,square_59,square_60,square_61,square_62,square_63,1,2,3,4,5,6,7,8,a,b,c,d,e,f,g,h,columns_moved,ranks_moved,promote_q,promote_r,promote_b,promote_n
r4rk1/1p2pp1p/1q1pbbp1/pB5P/P2nP3/1NN5/1PP2PP1/R2Q1RK1 b - - 4 14,7,2,4,4,2138,2134,1,2,0,0,0,0,2,6,0,0,1,0,0,1,1,0,1,0,5,0,1,4,4,1,0,1,10,0,0,0,0,0,7,7,0,0,3,7,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,7,7,0,8,0,0,11,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
6k1/p4ppp/1q1p4/8/3Pr3/1P6/P1r2PPP/Q4RK1 w - - 0 21,1,1,3,3,1274,1245,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,7,0,0,0,0,0,0,7,0,2,0,0,7,7,7,11,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
8/2b2Kpp/1p3p2/p3p3/2k4P/8/8/8 b - - 1 42,19,19,0,4,1632,1681,1,0,0,0,0,0,0,0,0,0,0,4,0,0,12,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3rr1k1/pbp1qpbp/1p3np1/8/2P5/PP1pP2N/1B1N1PPP/R1Q1RK2 b - - 1 18,2,2,4,4,2254,2301,1,0,0,0,2,2,0,6,0,1,4,1,0,5,1,4,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0,1,7,0,0,9,0,10,0,9,0,7,7,7,8,0,11,0,8,12,0,0,,,,,,,,,,,,,,,,,,,,,,
r4rk1/2pnqppp/b1p5/p1b1p3/4P3/2P2N2/PP1N1PPP/R1BRQ1K1 w - - 4 13,1,1,5,4,2730,2763,0,2,0,0,0,0,2,6,0,0,0,1,3,5,1,1,1,4,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,9,0,0,7,7,0,9,0,7,7,7,8,0,10,8,11,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r4rk1/2pq1ppp/p1bp1b2/2p1p3/4P1P1/3P1N1P/PPPN1PQ1/R3K2R w KQ - 2 14,5,1,5,5,1417,1388,0,2,0,0,0,0,2,6,0,0,0,1,5,0,1,1,1,1,0,4,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,0,9,0,7,7,7,7,9,0,7,11,0,8,0,0,0,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
4Q3/p5pk/1p3r1p/2r1np2/P4q2/7P/4BPP1/3R1RK1 b - - 0 31,2,7,3,5,2047,2041,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,2,0,1,0,0,2,0,3,1,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,7,7,0,0,0,0,8,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r4rk1/ppqn1pbp/2p3p1/3n4/3P4/1P1BPQ1P/P2B1PP1/2R2RK1 w - - 0 15,2,2,5,4,1987,1964,0,2,0,0,0,0,2,6,0,1,1,5,3,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,10,7,11,0,7,7,0,0,10,0,7,7,0,0,0,8,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
3k3r/pp3ppp/1qnB1n2/5Q2/8/2P5/PP5P/2K5 w - - 1 20,8,19,4,4,1114,1122,0,0,0,0,6,0,0,0,2,1,1,0,0,0,1,1,1,0,5,3,10,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,7,4,3,2,2124,2049,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
r3r1k1/pb3pp1/1pp2qp1/3pN3/3P4/4P3/PPQ2PPP/2R2RK1 b - - 5 22,1,7,5,4,1606,1611,1,2,0,0,0,2,0,6,0,1,4,0,0,0,1,1,0,0,1,1,0,0,5,1,0,0,0,0,1,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,7,7,11,0,0,7,7,7,0,0,8,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/ppp4p/5np1/4p3/4P3/5Q2/PPP3PP/RNB1KBNR w KQkq - 0 8,16,16,3,4,1551,1447,0,2,3,4,5,6,4,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,7,7,7,0,0,0,7,7,8,9,10,0,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
4rr2/p3p1kp/1p3pp1/2pq1n2/2PP1Q2/5N2/PP2BPK1/R4R2 b - - 0 18,19,7,5,4,2118,2128,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,6,1,0,1,0,0,0,1,1,0,0,0,1,5,0,3,0,0,0,0,7,7,0,11,0,0,0,0,0,0,0,9,0,0,7,7,0,0,10,7,12,0,8,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,1667,1682,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
2kr2r1/pp2q1pp/n1pp1p2/4p3/1P2P3/2NP1Q2/P1P2PPP/R4RK1 w - - 1 14,1,3,3,4,1359,1361,0,0,0,6,2,0,0,2,0,1,1,0,0,5,0,1,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,7,0,0,0,0,0,9,7,0,11,0,0,7,0,7,0,0,7,7,7,8,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r3r1k1/3bqpbp/1p1p2p1/pPpPn3/P1P1PN2/2N1R1BP/4Q1P1/5R1K b - - 2 27,2,2,4,3,1926,1840,1,2,0,0,0,2,0,6,0,0,0,0,4,5,1,4,1,0,1,0,1,0,0,1,0,1,7,1,7,3,0,0,0,7,0,7,0,7,9,0,0,0,0,9,0,8,0,10,7,0,0,0,0,11,0,7,0,0,0,0,0,0,8,0,12,,,,,,,,,,,,,,,,,,,,,,
r2qkbnr/pp2pppp/2n5/3p4/3P2b1/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 6,5,4,3,5,1389,1410,0,2,0,0,5,6,4,3,2,1,1,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,7,9,0,0,7,7,0,0,0,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
r1bqkbnr/pppp1ppp/2n1p3/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,4,2,5,3,1575,1530,1,2,0,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,0,0,0,0,0,7,7,0,0,7,7,7,7,8,0,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
r2q1rk1/ppp1bppp/2np1n2/4p3/2B1P3/2PP1Q1P/PP3PP1/RNB2RK1 w - - 3 9,2,1,4,5,1470,1470,0,2,0,0,5,0,2,6,0,1,1,1,0,4,1,1,1,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,10,0,7,0,0,0,0,0,7,7,0,11,0,7,7,7,0,0,0,7,7,0,8,9,10,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
3r1r2/pp2ppk1/6p1/3qP2p/8/1PQ4R/1P4PP/5R1K b - - 0 22,1,8,3,5,2049,2052,1,0,0,0,2,0,2,0,0,1,1,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,5,7,0,0,1,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,8,0,7,0,0,0,0,7,7,0,0,0,0,0,8,0,12,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4,2,2,1,1774,1786,0,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
5k1r/p4p2/1pb2Pp1/2p5/3p4/1P1N4/P1P3PP/4R1K1 b - - 2 28,7,8,2,4,1765,1764,1,0,0,0,0,0,6,0,2,1,0,0,0,0,1,0,0,0,1,4,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,9,0,0,0,0,7,0,7,0,0,0,7,7,0,0,0,0,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
6k1/6b1/5n1p/pp1p1Rp1/3P4/1BP4r/1P1NK3/8 b - - 7 37,14,11,5,3,2189,2088,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,1,1,0,1,0,8,1,0,0,0,0,7,0,0,0,0,0,10,7,0,0,0,0,2,0,7,0,9,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
r2q1rk1/1bp2ppp/p1nb1n2/1p1pp3/1PP5/P2PP1P1/1B1NNPBP/R2QK2R b KQ - 0 10,3,1,4,6,1476,1488,1,2,0,0,5,0,2,6,0,0,4,1,0,0,1,1,1,1,0,3,4,0,3,0,0,0,1,0,1,1,0,0,0,0,7,7,0,0,0,0,0,7,0,0,7,7,0,7,0,0,10,0,9,9,7,10,7,8,0,0,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/ppp2ppp/4p3/3n4/8/P3P3/1PQP1PPP/RNB1KBNR b KQkq - 1 5,2,8,2,2,1942,1928,1,2,3,4,5,6,4,0,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,7,11,7,0,7,7,7,8,9,10,0,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
8/6R1/1p2p1p1/3k1p2/1P1P4/8/5PPP/6K1 b - - 2 32,1,19,2,5,1159,1120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
4r1k1/p2q1b2/2p3p1/5p1p/2PPpB1b/6P1/P3B3/R2Q1R1K b - - 0 38,8,8,4,5,1958,2035,1,0,0,0,0,2,0,6,0,1,0,0,5,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,7,1,10,0,4,0,0,0,0,0,0,7,0,7,0,0,0,10,0,0,0,8,0,0,11,0,8,0,12,,,,,,,,,,,,,,,,,,,,,,
r1bqr1k1/ppbn1pp1/2p2n1p/2Ppp3/1P1PP3/2N2NP1/P1Q2PBP/R1B2RK1 w - - 1 12,2,2,6,6,1810,1795,0,2,0,4,5,2,0,6,0,1,1,4,3,0,1,1,0,0,0,1,0,0,3,0,1,0,0,7,1,1,0,0,0,0,7,0,7,7,0,0,0,0,0,9,0,0,9,7,0,7,0,11,0,0,7,10,7,8,0,10,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r1bqkbnr/pp1ppppp/2n5/2p5/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 2 3,2,1,2,2,877,936,1,2,0,4,5,6,4,3,2,1,1,0,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,10,7,7,0,7,7,7,8,9,0,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,10,2,4,3,1827,1831,0,2,0,4,5,6,4,3,2,1,1,0,1,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqk1nr/ppp2ppp/8/4p3/3b2PP/2N5/PPPP1P2/R1BQKBNR w KQkq - 0 6,7,10,2,5,1447,1452,0,2,3,4,5,6,0,3,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,7,7,0,0,9,0,0,0,0,0,7,7,7,7,0,7,0,0,8,0,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4,1,2,0,1778,1809,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
r3kbnr/pppqn1pp/3p1p2/3Pp3/4P3/2N2N2/PPP1QPPP/R1B1K2R b KQkq - 1 8,10,6,6,4,1203,1183,1,2,0,0,0,6,4,3,2,1,1,1,5,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,9,0,0,7,7,7,0,11,7,7,7,8,0,10,0,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
3qr1k1/R6p/5ppB/1p1pp1N1/1Pp5/7P/2P2PP1/6K1 w - - 0 24,2,3,1,6,1731,1705,0,0,0,0,5,2,0,6,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,0,1,0,1,1,0,9,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,0,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w kq - 0 6,2,2,3,3,2081,1993,0,2,0,4,5,6,0,3,2,1,1,0,1,0,1,4,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,7,0,7,7,0,7,7,7,10,7,8,9,10,11,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/ppp1pppp/5n2/3p4/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq - 0 3,7,4,3,3,1891,1931,0,2,3,4,5,6,4,0,2,1,1,1,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,0,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/pp1ppppp/8/4P3/3p2n1/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5,13,1,3,2,1775,1737,1,2,3,4,5,6,4,0,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,3,0,0,0,7,0,0,9,0,0,7,7,0,0,0,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,1353,1381,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pp2pp1p/3p2p1/2p5/2P5/3P1N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,2,2,4,2,1153,1070,0,2,3,4,5,6,4,3,2,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,9,0,0,7,7,0,0,7,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
r2q1rk1/1b2bppp/p3pn2/3p4/5B2/1BN3Q1/PPP2PPP/R4RK1 b - - 5 13,1,1,3,3,1456,1497,1,2,0,0,5,0,2,6,0,0,4,0,0,4,1,1,1,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,10,9,0,0,0,11,0,7,7,7,0,0,7,7,7,8,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r3k3/pp1q1p2/2np3b/2p1p3/2P1P3/3P1N2/PP3PPP/RNB1K2R b KQq - 0 14,5,5,5,3,683,802,1,2,0,0,0,6,0,0,0,1,1,0,5,0,1,0,0,0,0,3,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,9,0,0,7,7,0,0,0,7,7,7,8,9,10,0,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
r1b1kbnr/ppppq1pp/2n5/5P2/2B1p3/5N2/PPPPQPPP/RNB1K2R w KQkq - 2 6,7,13,4,4,1681,1608,0,2,0,4,0,6,4,3,2,1,1,1,1,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,9,0,0,7,7,7,7,11,7,7,7,8,9,10,0,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
r1bqk2r/pp2ppb1/3p2p1/2n3Bp/4PP1P/1QP5/PP4P1/RN3K1R w kq - 2 14,7,2,4,3,1828,1800,0,2,0,4,5,6,0,0,2,1,1,0,0,1,1,4,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,10,1,0,0,0,0,7,7,0,7,0,11,7,0,0,0,0,0,7,7,0,0,0,0,7,0,8,9,0,0,0,12,0,8,,,,,,,,,,,,,,,,,,,,,,
1k4rr/pp3p2/8/2RP4/3NP3/1P6/P3Q1Pq/5KR1 w - - 1 28,10,7,5,1,1633,1624,0,0,6,0,0,0,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,11,0,7,5,0,0,0,0,0,12,8,0,,,,,,,,,,,,,,,,,,,,,,
3r2k1/1r4b1/p1q4p/2P5/8/4p2P/P1P2R1P/4R1K1 b - - 1 33,13,14,0,4,2081,2059,1,0,0,0,2,0,0,6,0,0,2,0,0,0,0,4,0,1,0,5,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,0,7,0,0,8,0,7,0,0,0,0,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r1bqk1nr/4bppp/p1npp3/1p6/3PP3/5N2/PPB2PPP/RNBQK2R w KQkq - 0 9,7,3,6,3,1525,1506,0,2,0,4,5,6,0,3,2,0,0,0,0,4,1,1,1,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,9,0,0,7,7,10,0,0,7,7,7,8,9,10,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4,1,2,0,1118,1226,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
rnbqk1nr/ppp2ppp/4p3/b2p4/3PP3/2P5/PP1N1PPP/R1BQKBNR w KQkq - 1 5,7,5,6,3,1414,1411,0,2,3,4,5,6,0,3,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,7,7,0,9,0,7,7,7,8,0,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
b3k2r/p3b1pp/2n2p2/8/8/B4N2/P4PPP/R3R1K1 w k - 4 18,1,14,3,2,1354,1377,0,4,0,0,0,6,0,0,2,1,0,0,0,4,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,7,0,0,0,0,7,7,7,8,0,0,0,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
8/8/2pkr3/pp1p2P1/3P2KP/8/P1Pn1R2/8 b - - 12 53,13,13,2,4,1752,1779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,1,0,1,0,0,7,0,0,0,0,7,0,0,12,7,0,0,0,0,0,0,0,0,7,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
r6r/1b1qbkNp/1p2P2n/1P1p4/1np5/2N5/B1P2PPP/R1BQR1K1 b - - 0 19,1,19,4,3,1876,1873,1,2,0,0,0,0,0,0,2,0,4,0,5,4,6,9,1,0,1,0,0,7,0,0,3,0,7,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,7,0,0,7,7,7,8,0,10,11,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r2qrbk1/5pp1/5n1p/1b3N2/p1p2B2/3n4/1PB2PPP/R2QRNK1 w - - 2 21,1,2,3,4,1610,1648,0,2,0,0,5,2,4,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,4,0,0,0,9,0,0,1,0,1,0,0,10,0,0,0,0,0,3,0,0,0,0,0,7,10,0,0,7,7,7,8,0,0,11,8,9,12,0,,,,,,,,,,,,,,,,,,,,,,
6r1/1bpp4/p1k1pQ2/1p2P3/5P1P/1PP1KN2/P7/n6q b - - 1 27,8,13,4,1,1242,1239,1,0,0,0,0,0,0,2,0,0,4,1,1,0,0,0,0,1,0,6,0,1,11,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7,0,7,0,7,7,0,12,9,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,
r3kb1r/4qp2/2p2p1p/1p2p2n/p3P3/1B1PB2P/PP4P1/1R3RK1 w kq - 0 21,8,10,4,4,994,1092,0,2,0,0,0,6,4,0,2,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,3,1,0,0,0,7,0,0,0,0,10,0,7,10,0,0,7,7,7,0,0,0,0,7,0,0,8,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r5k1/pp3rpp/2p1Nnq1/2Pp2Q1/1P2b3/4PB2/P5PP/R4RK1 b - - 8 25,7,7,4,4,2084,2145,1,2,0,0,0,0,0,6,0,1,1,0,0,0,2,1,1,0,0,1,0,9,3,5,0,0,0,7,1,0,0,11,0,0,7,0,0,4,0,0,0,0,0,0,0,7,10,0,0,7,0,0,0,0,0,7,7,8,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r1b2rk1/1p1p1ppp/p2Qpqn1/4n3/3BP3/2NB4/PPP2PPP/2KR3R w - - 7 14,7,1,6,3,1713,1653,0,2,0,4,0,0,2,6,0,0,1,0,1,0,1,1,1,1,0,0,11,1,5,3,0,0,0,0,0,3,0,0,0,0,0,0,10,7,0,0,0,0,0,9,10,0,0,0,0,7,7,7,0,0,7,7,7,0,0,12,8,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,
8/8/p4p1p/P4k1P/2K3p1/2P1p3/1P6/8 w - - 0 47,19,8,2,2,1283,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,7,0,0,0,0,6,0,7,0,0,12,0,0,0,1,0,0,0,7,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,4,4,4,2,1203,1203,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
8/p4pkp/1pQ1b1p1/3B2q1/8/P7/5PPP/R2R2K1 b - - 6 31,1,13,4,2,1801,1788,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0,1,11,0,4,0,1,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,8,0,0,8,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
5rk1/1b2bppp/pqnr4/4p3/2P5/1P2PNP1/P1Q2PP1/2R1KB1R w K - 0 16,8,1,4,4,1628,1624,0,0,0,0,0,0,2,6,0,0,4,0,0,4,1,1,1,1,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,7,9,7,0,7,0,11,0,0,7,7,0,0,0,8,0,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4,1,2,0,1747,1739,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
